PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36213661","Genomic profile of SARS-CoV-2 Omicron variant and its correlation with disease severity in Rajasthan","Sharma RP, Gautam S, Sharma P, Singh R, Sharma H, Parsoya D, Deeba F, Bhomia N, Pal N, Potdar V, Yadav PD, Gupta N, Bhandari S, Kumar A, Joshi Y, Pandit P, Malhotra B.","Front Med (Lausanne). 2022 Sep 23;9:888408. doi: 10.3389/fmed.2022.888408. eCollection 2022.","Sharma RP","Front Med (Lausanne)","2022","2022/10/10","PMC9538571","","10.3389/fmed.2022.888408"
"36183546","SARS-CoV-2 nasopharyngeal viral load in individuals infected with BA.2, compared to Alpha, Gamma, Delta and BA.1 variants: A single-center comparative analysis","Mastrorosa I, Cozzi-Lepri A, Colavita F, Lalle E, Mazzotta V, Cimaglia C, Paulicelli J, Matusali G, Fabeni L, Carletti F, Rosati S, Vita S, Giannico G, Piselli P, Biliotti E, Moghazi SA, Mosti S, Girardi E, Nicastri E, Garbuglia AR, Maggi F, Vaia F, Antinori A.","J Clin Virol. 2022 Dec;157:105299. doi: 10.1016/j.jcv.2022.105299. Epub 2022 Sep 26.","Mastrorosa I","J Clin Virol","2022","2022/10/02","PMC9511897","","10.1016/j.jcv.2022.105299"
"36181503","Transmission of SARS-CoV-2 in a primary school setting with and without public health measures using real-world contact data: A modelling study","Yan L, Talic S, Wild H, Gasevic D, Gasević D, Ilic D, Deppeler J, Corrigan D, Martinez-Maldonado R, Trauer J.","J Glob Health. 2022 Oct 1;12:05034. doi: 10.7189/jogh.12.05034.","Yan L","J Glob Health","2022","2022/10/01","PMC9526455","","10.7189/jogh.12.05034"
"36146815","The Rise and Fall of SARS-CoV-2 Variants and Ongoing Diversification of Omicron","Wiegand T, Nemudryi A, Nemudraia A, McVey A, Little A, Taylor DN, Walk ST, Wiedenheft B.","Viruses. 2022 Sep 10;14(9):2009. doi: 10.3390/v14092009.","Wiegand T","Viruses","2022","2022/09/23","PMC9505243","","10.3390/v14092009"
"36145443","Genomic Epidemiology Unveil the Omicron Transmission Dynamics in Rome, Italy","Francesconi M, Giovanetti M, De Florio L, Fogolari M, Veralli R, De Flora C, Spoto S, Maruotti A, Riva E, Angeletti S, Ciccozzi M.","Pathogens. 2022 Sep 4;11(9):1011. doi: 10.3390/pathogens11091011.","Francesconi M","Pathogens","2022","2022/09/23","PMC9505927","","10.3390/pathogens11091011"
"36117340","[Study of transmissibility of 2019-nCoV Omicron variant in Beijing]","Du J, Wang JM, Wang J, Gao YL, Pang XH, Li G.","Zhonghua Liu Xing Bing Xue Za Zhi. 2022 Sep 10;43(9):1364-1369. doi: 10.3760/cma.j.cn112338-20220410-00274.","Du J","Zhonghua Liu Xing Bing Xue Za Zhi","2022","2022/09/19","","","10.3760/cma.j.cn112338-20220410-00274"
"36115649","RNA loads of severe acute respiratory syndrome coronavirus 2 in patients with breakthrough coronavirus disease 2019 caused by the Delta and Omicron variants","de Michelena P, Torres I, Ferrando EC, Olea B, González-Candelas F, Sánchez G, Navarro D.","Clin Microbiol Infect. 2023 Feb;29(2):256.e1-256.e4. doi: 10.1016/j.cmi.2022.09.003. Epub 2022 Sep 15.","de Michelena P","Clin Microbiol Infect","2023","2022/09/17","PMC9474403","","10.1016/j.cmi.2022.09.003"
"36107426","Durability of Immune Response After COVID-19 Booster Vaccination and Association With COVID-19 Omicron Infection","Gilboa M, Regev-Yochay G, Mandelboim M, Indenbaum V, Asraf K, Fluss R, Amit S, Mendelson E, Doolman R, Afek A, Freedman LS, Kreiss Y, Lustig Y.","JAMA Netw Open. 2022 Sep 1;5(9):e2231778. doi: 10.1001/jamanetworkopen.2022.31778.","Gilboa M","JAMA Netw Open","2022","2022/09/15","PMC9478782","","10.1001/jamanetworkopen.2022.31778"
"36040256","Contributions of the N-terminal intrinsically disordered region of the severe acute respiratory syndrome coronavirus 2 nucleocapsid protein to RNA-induced phase separation","Zachrdla M, Savastano A, Ibáñez de Opakua A, Cima-Omori MS, Zweckstetter M.","Protein Sci. 2022 Sep;31(9):e4409. doi: 10.1002/pro.4409.","Zachrdla M","Protein Sci","2022","2022/08/30","PMC9387207","","10.1002/pro.4409"
"35994285","Incubation Period of COVID-19 Caused by Unique SARS-CoV-2 Strains: A Systematic Review and Meta-analysis","Wu Y, Kang L, Guo Z, Liu J, Liu M, Liang W.","JAMA Netw Open. 2022 Aug 1;5(8):e2228008. doi: 10.1001/jamanetworkopen.2022.28008.","Wu Y","JAMA Netw Open","2022","2022/08/22","PMC9396366","","10.1001/jamanetworkopen.2022.28008"
"35982666","Estimating the time-varying reproduction number for COVID-19 in South Africa during the first four waves using multiple measures of incidence for public and private sectors across four waves","Bingham J, Tempia S, Moultrie H, Viboud C, Jassat W, Cohen C, Pulliam JRC.","medRxiv. 2022 Aug 1:2022.07.22.22277932. doi: 10.1101/2022.07.22.22277932. Preprint.","Bingham J","medRxiv","2022","2022/08/19","PMC9387150","","10.1101/2022.07.22.22277932"
"35977324","Projecting COVID-19 Mortality as States Relax Nonpharmacologic Interventions","Linas BP, Xiao J, Dalgic OO, Mueller PP, Adee M, Aaron A, Ayer T, Chhatwal J.","JAMA Health Forum. 2022 Apr 1;3(4):e220760. doi: 10.1001/jamahealthforum.2022.0760. eCollection 2022 Apr.","Linas BP","JAMA Health Forum","2022","2022/08/17","PMC8976243","","10.1001/jamahealthforum.2022.0760"
"35953331","Debulking different Corona (SARS-CoV-2 delta, omicron, OC43) and Influenza (H1N1, H3N2) virus strains by plant viral trap proteins in chewing gums to decrease infection and transmission","Daniell H, Nair SK, Guan H, Guo Y, Kulchar RJ, Torres MDT, Shahed-Al-Mahmud M, Wakade G, Liu YM, Marques AD, Graham-Wooten J, Zhou W, Wang P, Molugu SK, de Araujo WR, de la Fuente-Nunez C, Ma C, Short WR, Tebas P, Margulies KB, Bushman FD, Mante FK, Ricciardi RP, Collman RG, Wolff MS.","Biomaterials. 2022 Sep;288:121671. doi: 10.1016/j.biomaterials.2022.121671. Epub 2022 Jul 18.","Daniell H","Biomaterials","2022","2022/08/11","PMC9290430","","10.1016/j.biomaterials.2022.121671"
"35942746","Estimating relative generation times and reproduction numbers of Omicron BA.1 and BA.2 with respect to Delta variant in Denmark","Ito K, Piantham C, Nishiura H.","Math Biosci Eng. 2022 Jun 21;19(9):9005-9017. doi: 10.3934/mbe.2022418.","Ito K","Math Biosci Eng","2022","2022/08/09","","","10.3934/mbe.2022418"
"35909795","Quarantine and serial testing for variants of SARS-CoV-2 with benefits of vaccination and boosting on consequent control of COVID-19","Wells CR, Pandey A, Gokcebel S, Krieger G, Donoghue AM, Singer BH, Moghadas SM, Galvani AP, Townsend JP.","PNAS Nexus. 2022 Jul 27;1(3):pgac100. doi: 10.1093/pnasnexus/pgac100. eCollection 2022 Jul.","Wells CR","PNAS Nexus","2022","2022/08/01","PMC9335027","","10.1093/pnasnexus/pgac100"
"35899148","Modelling the impact of Omicron and emerging variants on SARS-CoV-2 transmission and public health burden","Le Rutte EA, Shattock AJ, Chitnis N, Kelly SL, Penny MA.","Commun Med (Lond). 2022 Jul 25;2:93. doi: 10.1038/s43856-022-00154-z. eCollection 2022.","Le Rutte EA","Commun Med (Lond)","2022","2022/07/28","PMC9311342","","10.1038/s43856-022-00154-z"
"35891287","The T Cell Epitope Landscape of SARS-CoV-2 Variants of Concern","Tennøe S, Gheorghe M, Stratford R, Clancy T.","Vaccines (Basel). 2022 Jul 14;10(7):1123. doi: 10.3390/vaccines10071123.","Tennøe S","Vaccines (Basel)","2022","2022/07/27","PMC9315645","","10.3390/vaccines10071123"
"35888077","Emerging SARS-CoV-2 Mutational Variants of Concern Should Not Vary in Susceptibility to Microbicidal Actives","Ijaz MK, Nims RW, McKinney J.","Life (Basel). 2022 Jun 30;12(7):987. doi: 10.3390/life12070987.","Ijaz MK","Life (Basel)","2022","2022/07/27","PMC9323193","","10.3390/life12070987"
"35861527","Discrimination of SARS-CoV-2 Omicron Sublineages BA.1 and BA.2 Using a High-Resolution Melting-Based Assay: a Pilot Study","Aoki A, Adachi H, Mori Y, Ito M, Sato K, Okuda K, Sakakibara T, Okamoto Y, Jinno H.","Microbiol Spectr. 2022 Aug 31;10(4):e0136722. doi: 10.1128/spectrum.01367-22. Epub 2022 Jul 21.","Aoki A","Microbiol Spectr","2022","2022/07/21","PMC9430517","","10.1128/spectrum.01367-22"
"35855956","Transmission Potential of the Omicron Variant of Severe Acute Respiratory Syndrome Coronavirus 2 in South Korea, 25 November 2021-8 January 2022","Shim E, Choi W, Kwon D, Kim T, Song Y.","Open Forum Infect Dis. 2022 May 13;9(7):ofac248. doi: 10.1093/ofid/ofac248. eCollection 2022 Jul.","Shim E","Open Forum Infect Dis","2022","2022/07/20","PMC9129224","","10.1093/ofid/ofac248"
"35791373","Intrinsic generation time of the SARS-CoV-2 Omicron variant: An observational study of household transmission","Manica M, De Bellis A, Guzzetta G, Mancuso P, Vicentini M, Venturelli F, Zerbini A, Bisaccia E, Litvinova M, Menegale F, Molina Grané C, Poletti P, Marziano V, Zardini A, d'Andrea V, Trentini F, Bella A, Riccardo F, Pezzotti P, Ajelli M, Giorgi Rossi P, Merler S; Reggio Emilia COVID-19 Working Group.","Lancet Reg Health Eur. 2022 Aug;19:100446. doi: 10.1016/j.lanepe.2022.100446. Epub 2022 Jul 1.","Manica M","Lancet Reg Health Eur","2022","2022/07/06","PMC9246701","","10.1016/j.lanepe.2022.100446"
"35766514","A Method for Variant Agnostic Detection of SARS-CoV-2, Rapid Monitoring of Circulating Variants, and Early Detection of Emergent Variants Such as Omicron","Lai E, Kennedy EB, Lozach J, Hayashibara K, Davis-Turak J, Becker D, Brzoska P, Cassens T, Diamond E, Gandhi M, Greninger AL, Hajian P, Leonetti NA, Nguyen JM, O'Donovan KMC, Peck T, Ramirez JM 3rd, Roychoudhury P, Sandoval E, Wesselman C, Wesselman T, White S, Williams S, Wong D, Yu Y, Creager RS.","J Clin Microbiol. 2022 Jul 20;60(7):e0034222. doi: 10.1128/jcm.00342-22. Epub 2022 Jun 29.","Lai E","J Clin Microbiol","2022","2022/06/29","PMC9297815","","10.1128/jcm.00342-22"
"35743031","Human Superantibodies to 3CL(pro) Inhibit Replication of SARS-CoV-2 across Variants","Glab-Ampai K, Kaewchim K, Saenlom T, Thepsawat W, Mahasongkram K, Sookrung N, Chaicumpa W, Chulanetra M.","Int J Mol Sci. 2022 Jun 13;23(12):6587. doi: 10.3390/ijms23126587.","Glab-Ampai K","Int J Mol Sci","2022","2022/06/24","PMC9223907","","10.3390/ijms23126587"
"35732195","Serial Intervals for SARS-CoV-2 Omicron and Delta Variants, Belgium, November 19-December 31, 2021","Kremer C, Braeye T, Proesmans K, André E, Torneri A, Hens N.","Emerg Infect Dis. 2022 Aug;28(8):1699-1702. doi: 10.3201/eid2808.220220. Epub 2022 Jun 22.","Kremer C","Emerg Infect Dis","2022","2022/06/22","PMC9328897","","10.3201/eid2808.220220"
"35702147","Efficacy of Parainfluenza Virus 5 (PIV5)-vectored Intranasal COVID-19 Vaccine as a Single Dose Vaccine and as a Booster against SARS-CoV-2 Variants","Beavis AC, Li Z, Briggs K, Huertas-Díaz MC, Wrobel ER, Najera M, An D, Orr-Burks N, Murray J, Patil P, Huang J, Mousa J, Hao L, Hsiang TY, Gale M, Harvey SB, Tompkins SM, Hogan RJ, Lafontaine ER, Jin H, He B.","bioRxiv. 2022 Jun 8:2022.06.07.495215. doi: 10.1101/2022.06.07.495215. Preprint.","Beavis AC","bioRxiv","2022","2022/06/15","PMC9196109","","10.1101/2022.06.07.495215"
"35693104","COVID-19 Omicron variant - Time for airborne precautions","Yousaf Z, Khan MA, Asghar MS, Zaman M, Ahmed M, Tahir MJ.","Ann Med Surg (Lond). 2022 Jun;78:103919. doi: 10.1016/j.amsu.2022.103919. Epub 2022 Jun 4.","Yousaf Z","Ann Med Surg (Lond)","2022","2022/06/13","PMC9166231","","10.1016/j.amsu.2022.103919"
"35654983","Cleavage of the selective autophagy receptor SQSTM1/p62 by the SARS-CoV-2 main protease NSP5 prevents the autophagic degradation of viral membrane proteins","Zhang Y, Liu S, Xu Q, Li H, Lu K.","Mol Biomed. 2022 Jun 3;3(1):17. doi: 10.1186/s43556-022-00083-2.","Zhang Y","Mol Biomed","2022","2022/06/02","PMC9162485","","10.1186/s43556-022-00083-2"
"35637389","Simplified Cas13-based assays for the fast identification of SARS-CoV-2 and its variants","Arizti-Sanz J, Bradley A, Zhang YB, Boehm CK, Freije CA, Grunberg ME, Kosoko-Thoroddsen TF, Welch NL, Pillai PP, Mantena S, Kim G, Uwanibe JN, John OG, Eromon PE, Kocher G, Gross R, Lee JS, Hensley LE, MacInnis BL, Johnson J, Springer M, Happi CT, Sabeti PC, Myhrvold C.","Nat Biomed Eng. 2022 Aug;6(8):932-943. doi: 10.1038/s41551-022-00889-z. Epub 2022 May 30.","Arizti-Sanz J","Nat Biomed Eng","2022","2022/05/31","PMC9398993","NIHMS1820064","10.1038/s41551-022-00889-z"
"35627870","Shorter Incubation Period among COVID-19 Cases with the BA.1 Omicron Variant","Tanaka H, Ogata T, Shibata T, Nagai H, Takahashi Y, Kinoshita M, Matsubayashi K, Hattori S, Taniguchi C.","Int J Environ Res Public Health. 2022 May 23;19(10):6330. doi: 10.3390/ijerph19106330.","Tanaka H","Int J Environ Res Public Health","2022","2022/05/28","PMC9140418","","10.3390/ijerph19106330"
"35612630","A conserved subunit vaccine designed against SARS-CoV-2 variants showed evidence in neutralizing the virus","Kibria KMK, Faruque MO, Islam MSB, Ullah H, Mahmud S, Miah M, Saleh AA.","Appl Microbiol Biotechnol. 2022 Jun;106(11):4091-4114. doi: 10.1007/s00253-022-11988-x. Epub 2022 May 25.","Kibria KMK","Appl Microbiol Biotechnol","2022","2022/05/25","PMC9130996","","10.1007/s00253-022-11988-x"
"35587653","Selection for infectivity profiles in slow and fast epidemics, and the rise of SARS-CoV-2 variants","Blanquart F, Hozé N, Cowling BJ, Débarre F, Cauchemez S.","Elife. 2022 May 19;11:e75791. doi: 10.7554/eLife.75791.","Blanquart F","Elife","2022","2022/05/19","PMC9205634","","10.7554/eLife.75791"
"35545327","Epidemiological characteristics of 17 imported patients infected with SARS-CoV-2 Omicron variant","Liu X, Chen M, Zhou Z, Chen D, Mo J, Liu J.","Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2022 Mar 28;47(3):344-351. doi: 10.11817/j.issn.1672-7347.2022.220040.","Liu X","Zhong Nan Da Xue Xue Bao Yi Xue Ban","2022","2022/05/11","","","10.11817/j.issn.1672-7347.2022.220040"
"35543865","Estimated Mask Use and Temporal Relationship to COVID-19 Epidemiology of Black Lives Matter Protests in 12 Cities","Quigley A, Nguyen PY, Stone H, Heslop DJ, Chughtai AA, MacIntyre CR.","J Racial Ethn Health Disparities. 2023 Jun;10(3):1212-1223. doi: 10.1007/s40615-022-01308-4. Epub 2022 May 11.","Quigley A","J Racial Ethn Health Disparities","2023","2022/05/11","PMC9092928","","10.1007/s40615-022-01308-4"
"35500140","Overlapping Delta and Omicron Outbreaks During the COVID-19 Pandemic: Dynamic Panel Data Estimates","Lundberg AL, Lorenzo-Redondo R, Hultquist JF, Hawkins CA, Ozer EA, Welch SB, Prasad PVV, Achenbach CJ, White JI, Oehmke JF, Murphy RL, Havey RJ, Post LA.","JMIR Public Health Surveill. 2022 Jun 3;8(6):e37377. doi: 10.2196/37377.","Lundberg AL","JMIR Public Health Surveill","2022","2022/05/02","PMC9169703","","10.2196/37377"
"35491827","Analysis of SARS-CoV-2 in Nasopharyngeal Samples from Patients with COVID-19 Illustrates Population Variation and Diverse Phenotypes, Placing the Growth Properties of Variants of Concern in Context with Other Lineages","Prince T, Dong X, Penrice-Randal R, Randle N, Hartley C, Goldswain H, Jones B, Semple MG, Baillie JK, Openshaw PJM, Turtle L, Hughes GL, Anderson ER, Patterson EI, Druce J, Screaton G, Carroll MW, Stewart JP, Hiscox JA.","mSphere. 2022 Jun 29;7(3):e0091321. doi: 10.1128/msphere.00913-21. Epub 2022 May 2.","Prince T","mSphere","2022","2022/05/02","PMC9241508","","10.1128/msphere.00913-21"
"35482308","Household Secondary Attack Rates of SARS-CoV-2 by Variant and Vaccination Status: An Updated Systematic Review and Meta-analysis","Madewell ZJ, Yang Y, Longini IM Jr, Halloran ME, Dean NE.","JAMA Netw Open. 2022 Apr 1;5(4):e229317. doi: 10.1001/jamanetworkopen.2022.9317.","Madewell ZJ","JAMA Netw Open","2022","2022/04/28","PMC9051991","","10.1001/jamanetworkopen.2022.9317"
"35468749","Identification of SARS-CoV-2 variants using viral sequencing for the Centers for Disease Control and Prevention genomic surveillance program","Goswami C, Sheldon M, Bixby C, Keddache M, Bogdanowicz A, Wang Y, Schultz J, McDevitt J, LaPorta J, Kwon E, Buyske S, Garbolino D, Biloholowski G, Pastuszak A, Storella M, Bhalla A, Charlier-Rodriguez F, Hager R, Grimwood R, Nahas SA.","BMC Infect Dis. 2022 Apr 25;22(1):404. doi: 10.1186/s12879-022-07374-7.","Goswami C","BMC Infect Dis","2022","2022/04/26","PMC9035976","","10.1186/s12879-022-07374-7"
"35458530","Highly Thermotolerant SARS-CoV-2 Vaccine Elicits Neutralising Antibodies against Delta and Omicron in Mice","Jansen van Vuren P, McAuley AJ, Kuiper MJ, Singanallur NB, Bruce MP, Riddell S, Goldie S, Mangalaganesh S, Chahal S, Drew TW, Blasdell KR, Tachedjian M, Caly L, Druce JD, Ahmed S, Khan MS, Malladi SK, Singh R, Pandey S, Varadarajan R, Vasan SS.","Viruses. 2022 Apr 13;14(4):800. doi: 10.3390/v14040800.","Jansen van Vuren P","Viruses","2022","2022/04/23","PMC9031315","","10.3390/v14040800"
"35457196","Computer Simulations and Network-Based Profiling of Binding and Allosteric Interactions of SARS-CoV-2 Spike Variant Complexes and the Host Receptor: Dissecting the Mechanistic Effects of the Delta and Omicron Mutations","Verkhivker G, Agajanian S, Kassab R, Krishnan K.","Int J Mol Sci. 2022 Apr 15;23(8):4376. doi: 10.3390/ijms23084376.","Verkhivker G","Int J Mol Sci","2022","2022/04/23","PMC9032413","","10.3390/ijms23084376"
"35444005","The Evolution and Biology of SARS-CoV-2 Variants","Telenti A, Hodcroft EB, Robertson DL.","Cold Spring Harb Perspect Med. 2022 May 27;12(5):a041390. doi: 10.1101/cshperspect.a041390.","Telenti A","Cold Spring Harb Perspect Med","2022","2022/04/21","PMC9159258","","10.1101/cshperspect.a041390"
"35442440","Shorter serial intervals and incubation periods in SARS-CoV-2 variants than the SARS-CoV-2 ancestral strain","Du Z, Liu C, Wang L, Bai Y, Lau EHY, Wu P, Cowling BJ.","J Travel Med. 2022 Sep 17;29(6):taac052. doi: 10.1093/jtm/taac052.","Du Z","J Travel Med","2022","2022/04/20","PMC9047226","","10.1093/jtm/taac052"
"35399408","Comparison of the Characteristics of Intubation Airway Barrier Devices Using a Simulated Airway Task Trainer","Stuempfig ND, Toulouie S, Durant EJ, Nadir NA.","Cureus. 2022 Mar 3;14(3):e22817. doi: 10.7759/cureus.22817. eCollection 2022 Mar.","Stuempfig ND","Cureus","2022","2022/04/11","PMC8980240","","10.7759/cureus.22817"
"35393009","Secondary Attack Rate, Transmission and Incubation Periods, and Serial Interval of SARS-CoV-2 Omicron Variant, Spain","Del Águila-Mejía J, Wallmann R, Calvo-Montes J, Rodríguez-Lozano J, Valle-Madrazo T, Aginagalde-Llorente A.","Emerg Infect Dis. 2022 Jun;28(6):1224-1228. doi: 10.3201/eid2806.220158. Epub 2022 Apr 7.","Del Águila-Mejía J","Emerg Infect Dis","2022","2022/04/08","PMC9155885","","10.3201/eid2806.220158"
"35336939","Estimation of Serial Interval and Reproduction Number to Quantify the Transmissibility of SARS-CoV-2 Omicron Variant in South Korea","Kim D, Ali ST, Kim S, Jo J, Lim JS, Lee S, Ryu S.","Viruses. 2022 Mar 4;14(3):533. doi: 10.3390/v14030533.","Kim D","Viruses","2022","2022/03/26","PMC8948735","","10.3390/v14030533"
"35313532","Breakthrough infections after COVID-19 vaccination: Insights, perspectives and challenges","Amanatidou E, Gkiouliava A, Pella E, Serafidi M, Tsilingiris D, Vallianou NG, Karampela I, Dalamaga M.","Metabol Open. 2022 Mar 17;14:100180. doi: 10.1016/j.metop.2022.100180. eCollection 2022 Jun.","Amanatidou E","Metabol Open","2022","2022/03/22","PMC8928742","","10.1016/j.metop.2022.100180"
"35262089","Duration of viable virus shedding in SARS-CoV-2 omicron variant infection","Boucau J, Marino C, Regan J, Uddin R, Choudhary MC, Flynn JP, Chen G, Stuckwisch AM, Mathews J, Liew MY, Singh A, Lipiner T, Kittilson A, Melberg M, Li Y, Gilbert RF, Reynolds Z, Iyer SL, Chamberlin GC, Vyas TD, Goldberg MB, Vyas JM, Li JZ, Lemieux JE, Siedner MJ, Barczak AK.","medRxiv. 2022 Mar 2:2022.03.01.22271582. doi: 10.1101/2022.03.01.22271582. Preprint.","Boucau J","medRxiv","2022","2022/03/09","PMC8902872","","10.1101/2022.03.01.22271582"
"35238860","SARS-CoV-2 B.1.1.529 (Omicron) Variant Transmission Within Households - Four U.S. Jurisdictions, November 2021-February 2022","Baker JM, Nakayama JY, O'Hegarty M, McGowan A, Teran RA, Bart SM, Mosack K, Roberts N, Campos B, Paegle A, McGee J, Herrera R, English K, Barrios C, Davis A, Roloff C, Sosa LE, Brockmeyer J, Page L, Bauer A, Weiner JJ, Khubbar M, Bhattacharyya S, Kirking HL, Tate JE.","MMWR Morb Mortal Wkly Rep. 2022 Mar 4;71(9):341-346. doi: 10.15585/mmwr.mm7109e1.","Baker JM","MMWR Morb Mortal Wkly Rep","2022","2022/03/03","PMC8893332","","10.15585/mmwr.mm7109e1"
"35176230","Generation time of the alpha and delta SARS-CoV-2 variants: an epidemiological analysis","Hart WS, Miller E, Andrews NJ, Waight P, Maini PK, Funk S, Thompson RN.","Lancet Infect Dis. 2022 May;22(5):603-610. doi: 10.1016/S1473-3099(22)00001-9. Epub 2022 Feb 14.","Hart WS","Lancet Infect Dis","2022","2022/02/17","PMC8843191","","10.1016/S1473-3099(22)00001-9"
"35144721","Shorter serial intervals in SARS-CoV-2 cases with Omicron BA.1 variant compared with Delta variant, the Netherlands, 13 to 26 December 2021","Backer JA, Eggink D, Andeweg SP, Veldhuijzen IK, van Maarseveen N, Vermaas K, Vlaemynck B, Schepers R, van den Hof S, Reusken CB, Wallinga J.","Euro Surveill. 2022 Feb;27(6):2200042. doi: 10.2807/1560-7917.ES.2022.27.6.2200042.","Backer JA","Euro Surveill","2022","2022/02/11","PMC8832521","","10.2807/1560-7917.ES.2022.27.6.2200042"
"35142444","Development of Receptor Binding Domain (RBD)-Conjugated Nanoparticle Vaccines with Broad Neutralization against SARS-CoV-2 Delta and Other Variants","Chen R, Zhang X, Yuan Y, Deng X, Wu B, Xi Z, Wang G, Lin Y, Li R, Wang X, Zou F, Liang L, Yan H, Liang C, Li Y, Wu S, Deng J, Zhou M, Zhang X, Li C, Bu X, Peng Y, Ke C, Deng K, He X, Zhang Y, Zhang Z, Pan T, Zhang H.","Adv Sci (Weinh). 2022 Apr;9(11):e2105378. doi: 10.1002/advs.202105378. Epub 2022 Feb 10.","Chen R","Adv Sci (Weinh)","2022","2022/02/10","PMC9008796","","10.1002/advs.202105378"
"35107418","Serial Intervals and Household Transmission of SARS-CoV-2 Omicron Variant, South Korea, 2021","Song JS, Lee J, Kim M, Jeong HS, Kim MS, Kim SG, Yoo HN, Lee JJ, Lee HY, Lee SE, Kim EJ, Rhee JE, Kim IH, Park YJ.","Emerg Infect Dis. 2022 Mar;28(3):756-759. doi: 10.3201/eid2803.212607. Epub 2022 Feb 2.","Song JS","Emerg Infect Dis","2022","2022/02/02","PMC8888239","","10.3201/eid2803.212607"
